,year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour,season,total_delay
174730,2013,4,11,729.0,730,-1.0,949.0,1005,-16.0,WN,2692,N428WN,LGA,DEN,229.0,1620,7,30,2013-04-11 07:00:00,spring,-17.0
320984,2013,9,13,1857.0,1905,-8.0,2058.0,2101,-3.0,DL,1473,N368NB,LGA,MEM,132.0,963,19,5,2013-09-13 19:00:00,summer,-11.0
94467,2013,12,13,628.0,635,-7.0,903.0,849,14.0,EV,4161,N31131,EWR,MSP,190.0,1008,6,35,2013-12-13 06:00:00,fall,7.0
286361,2013,8,7,1757.0,1800,-3.0,2009.0,2012,-3.0,DL,1321,N348NW,EWR,MSP,154.0,1008,18,0,2013-08-07 18:00:00,summer,-6.0
94018,2013,12,12,1531.0,1540,-9.0,1716.0,1725,-9.0,9E,2900,N905XJ,JFK,BNA,125.0,765,15,40,2013-12-12 15:00:00,fall,-18.0
146965,2013,3,12,1542.0,1535,7.0,1903.0,1850,13.0,AA,763,N3BRAA,LGA,DFW,206.0,1389,15,35,2013-03-12 15:00:00,winter,20.0
97706,2013,12,16,1812.0,1815,-3.0,2024.0,2055,-31.0,WN,3691,N463WN,EWR,MSY,172.0,1167,18,15,2013-12-16 18:00:00,fall,-34.0
134832,2013,2,27,1515.0,1516,-1.0,1753.0,1829,-36.0,UA,1600,N17126,EWR,LAX,314.0,2454,15,16,2013-02-27 15:00:00,winter,-37.0
50687,2013,10,26,1023.0,1035,-12.0,1247.0,1244,3.0,EV,4632,N11106,EWR,OMA,185.0,1134,10,35,2013-10-26 10:00:00,fall,-9.0
154292,2013,3,20,1146.0,1150,-4.0,1329.0,1345,-16.0,MQ,4646,N521MQ,LGA,MSP,137.0,1020,11,50,2013-03-20 11:00:00,spring,-20.0
128479,2013,2,20,1510.0,1515,-5.0,1826.0,1805,21.0,UA,1490,N66056,EWR,IAH,226.0,1400,15,15,2013-02-20 15:00:00,winter,16.0
117765,2013,2,8,1348.0,940,248.0,1701.0,1250,251.0,AA,1871,N3FJAA,LGA,MIA,152.0,1096,9,40,2013-02-08 09:00:00,winter,499.0
79749,2013,11,26,1755.0,1800,-5.0,1927.0,1935,-8.0,MQ,3486,N813MQ,LGA,BNA,133.0,764,18,0,2013-11-26 18:00:00,fall,-13.0
320140,2013,9,12,,1505,,,1655,,MQ,3391,N720MQ,LGA,CMH,,479,15,5,2013-09-12 15:00:00,summer,
248815,2013,6,29,722.0,725,-3.0,952.0,933,19.0,EV,4229,N21537,EWR,SAV,115.0,708,7,25,2013-06-29 07:00:00,summer,16.0
313922,2013,9,6,826.0,830,-4.0,1009.0,1018,-9.0,EV,4537,N13538,EWR,MEM,133.0,946,8,30,2013-09-06 08:00:00,summer,-13.0
26294,2013,1,31,907.0,827,40.0,1305.0,1140,85.0,DL,2395,N360NW,LGA,PBI,175.0,1035,8,27,2013-01-31 08:00:00,winter,125.0
105462,2013,12,25,1142.0,1000,102.0,1408.0,1245,83.0,DL,2457,N964DL,LGA,MSY,178.0,1183,10,0,2013-12-25 10:00:00,winter,185.0
308422,2013,8,30,2007.0,1959,8.0,2156.0,2140,16.0,DL,971,N950DL,LGA,PIT,50.0,335,19,59,2013-08-30 19:00:00,summer,24.0
97834,2013,12,16,2023.0,2025,-2.0,2152.0,2205,-13.0,AA,371,N480AA,LGA,ORD,121.0,733,20,25,2013-12-16 20:00:00,fall,-15.0
271178,2013,7,23,611.0,605,6.0,713.0,720,-7.0,WN,3574,N411WN,EWR,MDW,103.0,711,6,5,2013-07-23 06:00:00,summer,-1.0
95208,2013,12,13,1849.0,1851,-2.0,2159.0,2200,-1.0,UA,1128,N17719,LGA,IAH,226.0,1416,18,51,2013-12-13 18:00:00,fall,-3.0
271984,2013,7,23,2155.0,2155,0.0,2321.0,2329,-8.0,EV,3267,N18556,EWR,ORF,47.0,284,21,55,2013-07-23 21:00:00,summer,-8.0
208004,2013,5,16,1607.0,1555,12.0,1716.0,1727,-11.0,B6,44,N279JB,JFK,BTV,44.0,266,15,55,2013-05-16 15:00:00,spring,1.0
136706,2013,3,1,1353.0,1355,-2.0,1651.0,1649,2.0,UA,1044,N27724,EWR,MCO,157.0,937,13,55,2013-03-01 13:00:00,winter,0.0
44924,2013,10,20,1121.0,1130,-9.0,1326.0,1334,-8.0,US,2021,N758US,LGA,CLT,94.0,544,11,30,2013-10-20 11:00:00,fall,-17.0
307655,2013,8,30,708.0,710,-2.0,823.0,845,-22.0,AA,305,N486AA,LGA,ORD,113.0,733,7,10,2013-08-30 07:00:00,summer,-24.0
159683,2013,3,26,810.0,805,5.0,1056.0,1052,4.0,EV,5079,N391CA,LGA,JAX,124.0,833,8,5,2013-03-26 08:00:00,spring,9.0
137492,2013,3,2,1140.0,1049,51.0,1400.0,1340,20.0,UA,592,N671UA,EWR,IAH,182.0,1400,10,49,2013-03-02 10:00:00,winter,71.0
35368,2013,10,9,1959.0,1930,29.0,2201.0,2125,36.0,MQ,3349,N507MQ,LGA,MSP,139.0,1020,19,30,2013-10-09 19:00:00,fall,65.0
170789,2013,4,7,611.0,615,-4.0,903.0,915,-12.0,AA,1895,N3HBAA,EWR,MIA,148.0,1085,6,15,2013-04-07 06:00:00,spring,-16.0
291458,2013,8,13,718.0,720,-2.0,951.0,1025,-34.0,AS,15,N419AS,EWR,SEA,315.0,2402,7,20,2013-08-13 07:00:00,summer,-36.0
218541,2013,5,28,927.0,930,-3.0,1207.0,1240,-33.0,WN,972,N551WN,EWR,AUS,200.0,1504,9,30,2013-05-28 09:00:00,spring,-36.0
6993,2013,1,8,2351.0,2359,-8.0,417.0,444,-27.0,B6,739,N592JB,JFK,PSE,190.0,1617,23,59,2013-01-08 23:00:00,winter,-35.0
189812,2013,4,27,556.0,602,-6.0,822.0,859,-37.0,UA,446,N483UA,EWR,PBI,132.0,1023,6,2,2013-04-27 06:00:00,spring,-43.0
93450,2013,12,12,44.0,2229,135.0,135.0,2319,136.0,UA,522,N851UA,EWR,BDL,29.0,116,22,29,2013-12-12 22:00:00,fall,271.0
325076,2013,9,18,1123.0,1130,-7.0,1257.0,1305,-8.0,EV,4662,N17185,EWR,RDU,69.0,416,11,30,2013-09-18 11:00:00,summer,-15.0
80655,2013,11,27,1703.0,1600,63.0,1828.0,1741,47.0,UA,1051,N23707,LGA,ORD,104.0,733,16,0,2013-11-27 16:00:00,fall,110.0
283391,2013,8,4,1822.0,1815,7.0,2051.0,2036,15.0,UA,1186,N37456,EWR,DEN,226.0,1605,18,15,2013-08-04 18:00:00,summer,22.0
144510,2013,3,9,2320.0,2253,27.0,45.0,14,31.0,B6,112,N630JB,JFK,BUF,55.0,301,22,53,2013-03-09 22:00:00,winter,58.0
160816,2013,3,27,1106.0,1105,1.0,1227.0,1240,-13.0,WN,993,N919WN,LGA,MDW,106.0,725,11,5,2013-03-27 11:00:00,spring,-12.0
36219,2013,10,10,1824.0,1730,54.0,2034.0,1953,41.0,EV,5298,N709EV,LGA,OMA,149.0,1148,17,30,2013-10-10 17:00:00,fall,95.0
271161,2013,7,23,600.0,600,0.0,834.0,840,-6.0,WN,488,N705SW,EWR,HOU,188.0,1411,6,0,2013-07-23 06:00:00,summer,-6.0
7171,2013,1,9,822.0,830,-8.0,1004.0,1013,-9.0,EV,3815,N48901,EWR,GSO,73.0,445,8,30,2013-01-09 08:00:00,winter,-17.0
119493,2013,2,10,1638.0,1644,-6.0,1807.0,1820,-13.0,EV,4485,N16961,EWR,RDU,67.0,416,16,44,2013-02-10 16:00:00,winter,-19.0
45088,2013,10,20,1437.0,1444,-7.0,1626.0,1641,-15.0,EV,4949,N710EV,LGA,GSO,80.0,461,14,44,2013-10-20 14:00:00,fall,-22.0
269020,2013,7,20,1758.0,1540,138.0,2105.0,1750,195.0,WN,2269,N409WN,EWR,DEN,229.0,1605,15,40,2013-07-20 15:00:00,summer,333.0
172119,2013,4,8,1325.0,1330,-5.0,1608.0,1606,2.0,B6,127,N354JB,EWR,MCO,130.0,937,13,30,2013-04-08 13:00:00,spring,-3.0
11201,2013,1,13,2059.0,2039,20.0,23.0,2338,45.0,UA,1225,N79521,EWR,PBI,146.0,1023,20,39,2013-01-13 20:00:00,winter,65.0
167602,2013,4,3,1515.0,1525,-10.0,1713.0,1715,-2.0,MQ,4447,N738MQ,LGA,RDU,83.0,431,15,25,2013-04-03 15:00:00,spring,-12.0
258833,2013,7,10,758.0,800,-2.0,941.0,1019,-38.0,9E,3507,N913XJ,JFK,MSY,146.0,1182,8,0,2013-07-10 08:00:00,summer,-40.0
4513,2013,1,6,926.0,922,4.0,1237.0,1219,18.0,B6,57,N606JB,JFK,PBI,160.0,1028,9,22,2013-01-06 09:00:00,winter,22.0
40268,2013,10,15,907.0,915,-8.0,1057.0,1111,-14.0,EV,5222,N730EV,EWR,DTW,79.0,488,9,15,2013-10-15 09:00:00,fall,-22.0
33611,2013,10,8,654.0,700,-6.0,928.0,1003,-35.0,B6,23,N655JB,JFK,LAX,312.0,2475,7,0,2013-10-08 07:00:00,fall,-41.0
309962,2013,9,2,618.0,620,-2.0,836.0,840,-4.0,DL,1743,N3758Y,JFK,ATL,109.0,760,6,20,2013-09-02 06:00:00,summer,-6.0
86591,2013,12,4,1354.0,1345,9.0,1646.0,1656,-10.0,DL,1779,N932DL,LGA,FLL,146.0,1076,13,45,2013-12-04 13:00:00,fall,-1.0
139300,2013,3,4,1255.0,1300,-5.0,1456.0,1505,-9.0,9E,3867,N8495B,EWR,CVG,97.0,569,13,0,2013-03-04 13:00:00,winter,-14.0
6111,2013,1,8,555.0,600,-5.0,741.0,759,-18.0,DL,731,N361NB,LGA,DTW,81.0,502,6,0,2013-01-08 06:00:00,winter,-23.0
233468,2013,6,13,645.0,645,0.0,925.0,912,13.0,UA,327,N826UA,EWR,ATL,116.0,746,6,45,2013-06-13 06:00:00,spring,13.0
38734,2013,10,13,1653.0,1700,-7.0,1923.0,1958,-35.0,DL,1585,N335NB,LGA,MCO,122.0,950,17,0,2013-10-13 17:00:00,fall,-42.0
71880,2013,11,18,1213.0,1215,-2.0,1326.0,1333,-7.0,EV,4240,N13566,EWR,BUF,52.0,282,12,15,2013-11-18 12:00:00,fall,-9.0
158916,2013,3,25,1236.0,1245,-9.0,1548.0,1600,-12.0,AA,2253,N3EAAA,LGA,MIA,164.0,1096,12,45,2013-03-25 12:00:00,spring,-21.0
217341,2013,5,26,2238.0,2245,-7.0,2348.0,2,-14.0,B6,608,N351JB,JFK,PWM,54.0,273,22,45,2013-05-26 22:00:00,spring,-21.0
274952,2013,7,26,1903.0,1900,3.0,2241.0,2226,15.0,DL,2007,N398DA,JFK,PDX,334.0,2454,19,0,2013-07-26 19:00:00,summer,18.0
265486,2013,7,17,654.0,655,-1.0,1037.0,1101,-24.0,DL,315,N635DL,JFK,SJU,201.0,1598,6,55,2013-07-17 06:00:00,summer,-25.0
308360,2013,8,30,1902.0,1855,7.0,2143.0,2216,-33.0,B6,669,N537JB,JFK,SJC,327.0,2569,18,55,2013-08-30 18:00:00,summer,-26.0
203243,2013,5,11,1408.0,1359,9.0,1614.0,1635,-21.0,UA,1689,N39423,EWR,DEN,225.0,1605,13,59,2013-05-11 13:00:00,spring,-12.0
62996,2013,11,8,1558.0,1600,-2.0,1705.0,1718,-13.0,US,2154,N967UW,LGA,BOS,39.0,184,16,0,2013-11-08 16:00:00,fall,-15.0
167210,2013,4,3,810.0,815,-5.0,1109.0,1115,-6.0,DL,1167,N309DE,JFK,TPA,150.0,1005,8,15,2013-04-03 08:00:00,spring,-11.0
26046,2013,1,30,,1322,,,1624,,B6,431,N536JB,LGA,SRQ,,1047,13,22,2013-01-30 13:00:00,winter,
186290,2013,4,23,1216.0,1215,1.0,1347.0,1350,-3.0,WN,529,N508SW,EWR,STL,134.0,872,12,15,2013-04-23 12:00:00,spring,-2.0
74602,2013,11,21,812.0,800,12.0,1144.0,1135,9.0,AA,59,N396AA,JFK,SFO,369.0,2586,8,0,2013-11-21 08:00:00,fall,21.0
259221,2013,7,10,1542.0,1525,17.0,,1725,,MQ,3199,N500MQ,LGA,CLT,,544,15,25,2013-07-10 15:00:00,summer,
289101,2013,8,10,1535.0,1535,0.0,1712.0,1729,-17.0,EV,4092,N13969,EWR,DAY,85.0,533,15,35,2013-08-10 15:00:00,summer,-17.0
115925,2013,2,6,1234.0,1240,-6.0,1432.0,1445,-13.0,DL,1131,N346NB,LGA,DTW,90.0,502,12,40,2013-02-06 12:00:00,winter,-19.0
137714,2013,3,2,1619.0,1500,79.0,1833.0,1738,55.0,DL,2347,N977DL,LGA,ATL,107.0,762,15,0,2013-03-02 15:00:00,winter,134.0
28802,2013,10,2,1902.0,1855,7.0,2110.0,2059,11.0,US,2039,N565UW,LGA,CLT,80.0,544,18,55,2013-10-02 18:00:00,fall,18.0
96177,2013,12,15,845.0,845,0.0,1144.0,1155,-11.0,UA,1257,N37273,LGA,IAH,213.0,1416,8,45,2013-12-15 08:00:00,fall,-11.0
31112,2013,10,5,859.0,900,-1.0,1151.0,1227,-36.0,DL,431,N727TW,JFK,SFO,329.0,2586,9,0,2013-10-05 09:00:00,fall,-37.0
164266,2013,3,31,730.0,731,-1.0,1045.0,1110,-25.0,B6,643,N821JB,JFK,SFO,347.0,2586,7,31,2013-03-31 07:00:00,spring,-26.0
57724,2013,11,3,837.0,842,-5.0,1123.0,1141,-18.0,B6,1025,N703JB,JFK,TPA,143.0,1005,8,42,2013-11-03 08:00:00,fall,-23.0
206781,2013,5,15,1129.0,1136,-7.0,1220.0,1234,-14.0,EV,3830,N13949,EWR,PVD,33.0,160,11,36,2013-05-15 11:00:00,spring,-21.0
318053,2013,9,10,1824.0,1645,99.0,2036.0,1913,83.0,EV,4328,N14198,EWR,MSY,147.0,1167,16,45,2013-09-10 16:00:00,summer,182.0
1254,2013,1,2,1257.0,1303,-6.0,1356.0,1411,-15.0,EV,4129,N13969,EWR,DCA,46.0,199,13,3,2013-01-02 13:00:00,winter,-21.0
191071,2013,4,28,1527.0,1530,-3.0,1747.0,1732,15.0,US,1899,N756US,LGA,CLT,101.0,544,15,30,2013-04-28 15:00:00,spring,12.0
249212,2013,6,29,1552.0,1529,23.0,1723.0,1735,-12.0,EV,4667,N14153,EWR,MSP,134.0,1008,15,29,2013-06-29 15:00:00,summer,11.0
94968,2013,12,13,1510.0,1510,0.0,1801.0,1745,16.0,EV,4377,N16961,EWR,JAX,138.0,820,15,10,2013-12-13 15:00:00,fall,16.0
158689,2013,3,25,809.0,815,-6.0,1120.0,1115,5.0,DL,1167,N308DE,JFK,TPA,163.0,1005,8,15,2013-03-25 08:00:00,spring,-1.0
189362,2013,4,26,1510.0,1450,20.0,1703.0,1630,33.0,EV,4596,N16571,EWR,STL,146.0,872,14,50,2013-04-26 14:00:00,spring,53.0
154775,2013,3,20,1946.0,1950,-4.0,2214.0,2229,-15.0,UA,1654,N15710,EWR,PHX,305.0,2133,19,50,2013-03-20 19:00:00,spring,-19.0
270643,2013,7,22,1412.0,1345,27.0,1830.0,1635,115.0,AA,753,N3CPAA,LGA,DFW,207.0,1389,13,45,2013-07-22 13:00:00,summer,142.0
27487,2013,10,1,1354.0,1400,-6.0,1458.0,1512,-14.0,US,2183,N749US,LGA,DCA,36.0,214,14,0,2013-10-01 14:00:00,fall,-20.0
326696,2013,9,20,558.0,605,-7.0,700.0,735,-35.0,UA,219,N463UA,EWR,ORD,109.0,719,6,5,2013-09-20 06:00:00,summer,-42.0
235727,2013,6,15,1317.0,1241,36.0,1501.0,1436,25.0,EV,4118,N14920,EWR,DTW,80.0,488,12,41,2013-06-15 12:00:00,spring,61.0
161414,2013,3,27,2055.0,2100,-5.0,2221.0,2246,-25.0,EV,4672,N11176,EWR,STL,124.0,872,21,0,2013-03-27 21:00:00,spring,-30.0
239172,2013,6,19,736.0,735,1.0,1020.0,1020,0.0,WN,163,N743SW,LGA,HOU,204.0,1428,7,35,2013-06-19 07:00:00,spring,1.0
97107,2013,12,16,756.0,745,11.0,1052.0,1040,12.0,MQ,3066,N520MQ,JFK,TPA,154.0,1005,7,45,2013-12-16 07:00:00,fall,23.0
153508,2013,3,19,1553.0,1558,-5.0,1708.0,1728,-20.0,B6,12,N354JB,JFK,SYR,47.0,209,15,58,2013-03-19 15:00:00,winter,-25.0
104233,2013,12,23,1844.0,1600,164.0,2022.0,1719,183.0,US,2187,N951UW,LGA,DCA,64.0,214,16,0,2013-12-23 16:00:00,winter,347.0
136434,2013,3,1,823.0,824,-1.0,954.0,1014,-20.0,EV,4548,N22909,EWR,RDU,66.0,416,8,24,2013-03-01 08:00:00,winter,-21.0
334605,2013,9,28,1454.0,1500,-6.0,1725.0,1801,-36.0,DL,2181,N922DL,LGA,MCO,118.0,950,15,0,2013-09-28 15:00:00,fall,-42.0
97600,2013,12,16,1639.0,1600,39.0,1831.0,1744,47.0,9E,4276,N298PQ,LGA,RIC,62.0,292,16,0,2013-12-16 16:00:00,fall,86.0
219116,2013,5,28,1931.0,1906,25.0,2236.0,2207,29.0,UA,548,N529UA,EWR,SAN,302.0,2425,19,6,2013-05-28 19:00:00,spring,54.0
130392,2013,2,22,1522.0,1526,-4.0,1747.0,1801,-14.0,UA,788,N575UA,EWR,LAS,298.0,2227,15,26,2013-02-22 15:00:00,winter,-18.0
153959,2013,3,20,603.0,610,-7.0,859.0,925,-26.0,UA,797,N510UA,JFK,LAX,336.0,2475,6,10,2013-03-20 06:00:00,spring,-33.0
79787,2013,11,26,1829.0,1830,-1.0,2048.0,2047,1.0,DL,415,N970DL,JFK,DTW,90.0,509,18,30,2013-11-26 18:00:00,fall,0.0
124822,2013,2,16,1314.0,1320,-6.0,1409.0,1417,-8.0,EV,4112,N11535,EWR,BWI,39.0,169,13,20,2013-02-16 13:00:00,winter,-14.0
330909,2013,9,24,1618.0,1625,-7.0,1720.0,1743,-23.0,EV,4140,N14573,EWR,ROC,43.0,246,16,25,2013-09-24 16:00:00,fall,-30.0
209319,2013,5,17,2146.0,2040,66.0,2359.0,2242,77.0,EV,4670,N27190,EWR,GRR,91.0,605,20,40,2013-05-17 20:00:00,spring,143.0
91404,2013,12,9,2037.0,1859,98.0,2319.0,2150,89.0,B6,327,N629JB,EWR,MCO,138.0,937,18,59,2013-12-09 18:00:00,fall,187.0
316045,2013,9,8,1740.0,1740,0.0,2032.0,2035,-3.0,AA,67,N3EXAA,JFK,SAN,320.0,2446,17,40,2013-09-08 17:00:00,summer,-3.0
302879,2013,8,25,802.0,807,-5.0,903.0,921,-18.0,UA,1199,N18223,EWR,BOS,38.0,200,8,7,2013-08-25 08:00:00,summer,-23.0
39339,2013,10,14,1016.0,959,17.0,1129.0,1115,14.0,EV,5711,N833AS,JFK,IAD,54.0,228,9,59,2013-10-14 09:00:00,fall,31.0
106309,2013,12,26,1204.0,1140,24.0,1528.0,1448,40.0,DL,1875,N344NW,LGA,TPA,161.0,1010,11,40,2013-12-26 11:00:00,winter,64.0
233466,2013,6,13,643.0,645,-2.0,904.0,853,11.0,B6,117,N324JB,JFK,MSY,173.0,1182,6,45,2013-06-13 06:00:00,spring,9.0
249335,2013,6,29,1759.0,1800,-1.0,2012.0,2038,-26.0,DL,61,N690DL,LGA,ATL,114.0,762,18,0,2013-06-29 18:00:00,summer,-27.0
268800,2013,7,20,1343.0,1334,9.0,1504.0,1458,6.0,EV,5857,N11548,EWR,MSN,122.0,799,13,34,2013-07-20 13:00:00,summer,15.0
114038,2013,2,4,1102.0,1106,-4.0,1158.0,1218,-20.0,UA,1648,N17719,EWR,BOS,41.0,200,11,6,2013-02-04 11:00:00,winter,-24.0
255682,2013,7,6,2210.0,2135,35.0,56.0,8,48.0,B6,611,N657JB,JFK,LAS,281.0,2248,21,35,2013-07-06 21:00:00,summer,83.0
109585,2013,12,30,610.0,605,5.0,915.0,946,-31.0,UA,1654,N14704,EWR,SFO,345.0,2565,6,5,2013-12-30 06:00:00,winter,-26.0
162066,2013,3,28,1600.0,1600,0.0,1832.0,1820,12.0,MQ,3985,N688MQ,JFK,CVG,94.0,589,16,0,2013-03-28 16:00:00,spring,12.0
73673,2013,11,20,852.0,900,-8.0,1027.0,1022,5.0,B6,586,N644JB,JFK,ROC,56.0,264,9,0,2013-11-20 09:00:00,fall,-3.0
175301,2013,4,11,1746.0,1730,16.0,2005.0,1956,9.0,F9,419,N209FR,LGA,DEN,222.0,1620,17,30,2013-04-11 17:00:00,spring,25.0
59885,2013,11,5,1254.0,1300,-6.0,1522.0,1526,-4.0,DL,2043,N912DE,JFK,ATL,114.0,760,13,0,2013-11-05 13:00:00,fall,-10.0
37531,2013,10,12,727.0,730,-3.0,1040.0,1100,-20.0,VX,11,N839VA,JFK,SFO,351.0,2586,7,30,2013-10-12 07:00:00,fall,-23.0
306200,2013,8,28,1722.0,1505,137.0,1859.0,1655,124.0,MQ,3391,N735MQ,LGA,CMH,77.0,479,15,5,2013-08-28 15:00:00,summer,261.0
315663,2013,9,8,1122.0,1129,-7.0,1344.0,1405,-21.0,B6,127,N556JB,EWR,MCO,123.0,937,11,29,2013-09-08 11:00:00,summer,-28.0
168553,2013,4,4,1450.0,1455,-5.0,1547.0,1605,-18.0,UA,1189,N37298,EWR,BOS,42.0,200,14,55,2013-04-04 14:00:00,spring,-23.0
197395,2013,5,5,1158.0,1200,-2.0,1430.0,1434,-4.0,DL,1947,N635DL,LGA,ATL,108.0,762,12,0,2013-05-05 12:00:00,spring,-6.0
312337,2013,9,4,1452.0,1455,-3.0,1605.0,1615,-10.0,EV,3834,N16571,EWR,IAD,47.0,212,14,55,2013-09-04 14:00:00,summer,-13.0
224233,2013,6,3,1158.0,1131,27.0,1537.0,1445,52.0,DL,2044,N909DL,LGA,MIA,164.0,1096,11,31,2013-06-03 11:00:00,spring,79.0
224980,2013,6,4,737.0,745,-8.0,936.0,956,-20.0,EV,4237,N11189,EWR,CHS,88.0,628,7,45,2013-06-04 07:00:00,spring,-28.0
199176,2013,5,7,831.0,837,-6.0,1024.0,1044,-20.0,EV,4304,N14143,EWR,MCI,142.0,1092,8,37,2013-05-07 08:00:00,spring,-26.0
292991,2013,8,14,1625.0,1518,67.0,1900.0,1742,78.0,EV,4377,N27962,EWR,JAX,131.0,820,15,18,2013-08-14 15:00:00,summer,145.0
289371,2013,8,10,2055.0,2036,19.0,2230.0,2205,25.0,B6,686,N337JB,JFK,ROC,52.0,264,20,36,2013-08-10 20:00:00,summer,44.0
54460,2013,10,30,1322.0,1330,-8.0,1600.0,1627,-27.0,B6,505,N519JB,EWR,FLL,134.0,1065,13,30,2013-10-30 13:00:00,fall,-35.0
123612,2013,2,15,657.0,700,-3.0,833.0,836,-3.0,UA,1092,N17229,EWR,ORD,119.0,719,7,0,2013-02-15 07:00:00,winter,-6.0
279453,2013,7,31,1526.0,1510,16.0,1757.0,1734,23.0,EV,4377,N25134,EWR,JAX,120.0,820,15,10,2013-07-31 15:00:00,summer,39.0
170248,2013,4,6,1042.0,955,47.0,1149.0,1108,41.0,B6,600,N274JB,JFK,PWM,52.0,273,9,55,2013-04-06 09:00:00,spring,88.0
64990,2013,11,11,557.0,600,-3.0,841.0,856,-15.0,B6,371,N715JB,LGA,FLL,144.0,1076,6,0,2013-11-11 06:00:00,fall,-18.0
309946,2013,9,2,559.0,600,-1.0,815.0,826,-11.0,DL,461,N902DE,LGA,ATL,109.0,762,6,0,2013-09-02 06:00:00,summer,-12.0
226704,2013,6,5,2019.0,2026,-7.0,2207.0,2227,-20.0,EV,4292,N15983,EWR,GSP,91.0,594,20,26,2013-06-05 20:00:00,spring,-27.0
110394,2013,12,30,1946.0,1946,0.0,2224.0,2252,-28.0,DL,2590,N3753,JFK,LAS,318.0,2248,19,46,2013-12-30 19:00:00,winter,-28.0
333476,2013,9,27,950.0,950,0.0,1220.0,1220,0.0,VX,251,N841VA,JFK,LAS,300.0,2248,9,50,2013-09-27 09:00:00,fall,0.0
307875,2013,8,30,1036.0,1010,26.0,1146.0,1126,20.0,EV,5711,N835AS,JFK,IAD,42.0,228,10,10,2013-08-30 10:00:00,summer,46.0
232160,2013,6,11,1828.0,1830,-2.0,2119.0,2200,-41.0,AA,269,N3GEAA,JFK,SEA,331.0,2422,18,30,2013-06-11 18:00:00,spring,-43.0
155137,2013,3,21,859.0,900,-1.0,1222.0,1208,14.0,UA,1170,N81449,EWR,FLL,154.0,1065,9,0,2013-03-21 09:00:00,spring,13.0
330404,2013,9,24,754.0,800,-6.0,1041.0,1111,-30.0,DL,1271,N974DL,JFK,FLL,141.0,1069,8,0,2013-09-24 08:00:00,fall,-36.0
12376,2013,1,15,820.0,822,-2.0,1043.0,1019,24.0,EV,4691,N14972,EWR,DAY,113.0,533,8,22,2013-01-15 08:00:00,winter,22.0
11717,2013,1,14,1323.0,1325,-2.0,1746.0,1810,-24.0,B6,705,N712JB,JFK,SJU,186.0,1598,13,25,2013-01-14 13:00:00,winter,-26.0
26897,2013,1,31,2214.0,2125,49.0,2349.0,2250,59.0,MQ,4660,N510MQ,LGA,BNA,131.0,764,21,25,2013-01-31 21:00:00,winter,108.0
65543,2013,11,11,1505.0,1510,-5.0,1731.0,1735,-4.0,MQ,3202,N600MQ,JFK,IND,110.0,665,15,10,2013-11-11 15:00:00,fall,-9.0
119649,2013,2,10,1910.0,1815,55.0,2114.0,2037,37.0,9E,3424,N927XJ,JFK,DTW,89.0,509,18,15,2013-02-10 18:00:00,winter,92.0
58761,2013,11,4,1002.0,1004,-2.0,1153.0,1203,-10.0,EV,4255,N16987,EWR,CHS,89.0,628,10,4,2013-11-04 10:00:00,fall,-12.0
212074,2013,5,21,654.0,700,-6.0,922.0,928,-6.0,DL,1547,N612DL,LGA,ATL,104.0,762,7,0,2013-05-21 07:00:00,spring,-12.0
54124,2013,10,30,740.0,742,-2.0,1046.0,1046,0.0,UA,307,N575UA,EWR,LAX,344.0,2454,7,42,2013-10-30 07:00:00,fall,-2.0
118267,2013,2,8,,1750,,,2102,,UA,1228,,EWR,SAN,,2425,17,50,2013-02-08 17:00:00,winter,
17030,2013,1,20,1628.0,1629,-1.0,1938.0,1931,7.0,B6,369,N635JB,LGA,PBI,157.0,1035,16,29,2013-01-20 16:00:00,winter,6.0
1142,2013,1,2,1036.0,1040,-4.0,1328.0,1326,2.0,B6,31,N655JB,JFK,MCO,146.0,944,10,40,2013-01-02 10:00:00,winter,-2.0
170899,2013,4,7,820.0,824,-4.0,948.0,1014,-26.0,EV,4485,N14920,EWR,RDU,68.0,416,8,24,2013-04-07 08:00:00,spring,-30.0
141660,2013,3,6,,1905,,,2038,,EV,3805,N13956,EWR,BNA,,748,19,5,2013-03-06 19:00:00,winter,
214729,2013,5,23,,2059,,,2256,,EV,4368,N26545,EWR,DAY,,533,20,59,2013-05-23 20:00:00,spring,
160244,2013,3,26,1751.0,1759,-8.0,2101.0,2054,7.0,B6,391,N520JB,LGA,MCO,142.0,950,17,59,2013-03-26 17:00:00,spring,-1.0
312230,2013,9,4,1255.0,1259,-4.0,1519.0,1533,-14.0,DL,781,N929DL,LGA,ATL,106.0,762,12,59,2013-09-04 12:00:00,summer,-18.0
139408,2013,3,4,1455.0,1500,-5.0,1653.0,1653,0.0,US,720,N560UW,EWR,CLT,84.0,529,15,0,2013-03-04 15:00:00,winter,-5.0
296088,2013,8,17,2129.0,2130,-1.0,5.0,2359,6.0,B6,1677,N304JB,JFK,JAX,124.0,828,21,30,2013-08-17 21:00:00,summer,5.0
224066,2013,6,3,829.0,830,-1.0,1126.0,1117,9.0,UA,1436,N35271,EWR,MCO,135.0,937,8,30,2013-06-03 08:00:00,spring,8.0
